BID10055,2018-04-04
BID100550,2018-11-25
BID100554,2018-01-10
BID100559,2018-12-24
BID100560,2018-03-07
BID100561,2018-07-07
BID100563,2018-05-22
BID100563,2018-11-28
BID100566,2018-10-16
BID100574,2018-11-29
BID100575,2018-01-20
BID100577,2018-04-07
BID100577,2018-10-26
BID100579,2018-01-21
BID100579,2018-10-28
BID10058,2018-03-01
BID100581,2018-03-24
BID100582,2018-04-24
BID100583,2018-03-20
BID100585,2018-10-16
BID100586,2018-12-30
BID100589,2018-07-29
BID100592,2018-12-20
BID100593,2018-04-23
BID100594,2018-03-01
BID100596,2018-10-30
BID10060,2018-02-10
BID10060,2018-12-04
BID100600,2018-10-20
BID100601,2018-02-24
BID100601,2018-08-07
BID100604,2018-01-08
BID100605,2018-01-21
BID100606,2018-02-03
BID100609,2018-03-20
BID100610,2018-01-17
BID100611,2018-09-17
BID100613,2018-05-17
BID100617,2018-09-05
BID100618,2018-06-08
BID100619,2018-11-04
BID100620,2018-01-17
BID100627,2018-07-29
BID100628,2018-08-31
BID100631,2018-05-09
BID100635,2018-09-09
BID100642,2018-03-21
BID100643,2018-11-08
BID10065,2018-05-02
BID100656,2018-10-16
BID100660,2018-01-04
BID100660,2018-03-26
BID100660,2018-06-19
BID100661,2018-07-08
BID100661,2018-07-28
BID100663,2018-11-05
BID100664,2018-01-21
BID100666,2018-10-22
BID100670,2018-04-14
BID100674,2018-12-04
BID100676,2018-10-14
BID100681,2018-02-05
BID10069,2018-09-21
BID100698,2018-03-06
BID100700,2018-10-07
BID100701,2018-12-29
BID100702,2018-06-10
BID100703,2018-04-19
BID100704,2018-03-04
BID100704,2018-12-24
BID100707,2018-01-06
BID100709,2018-06-27
BID100709,2018-10-06
BID10071,2018-07-17
BID100712,2018-09-26
BID100713,2018-01-04
BID100713,2018-03-14
BID100715,2018-12-03
BID10072,2018-08-18
BID100721,2018-04-20
BID100721,2018-12-11
BID100725,2018-11-14
BID100727,2018-11-25
BID100729,2018-04-21
BID10073,2018-10-30
BID100730,2018-09-23
BID100732,2018-12-27
BID100737,2018-08-23
BID100738,2018-09-15
BID100738,2018-11-06
BID100739,2018-04-12
BID100740,2018-08-12
BID100745,2018-02-08
BID100748,2018-03-29
BID10075,2018-02-04
BID10075,2018-06-05
BID100751,2018-02-23
BID100752,2018-01-11
BID100757,2018-04-23
BID100758,2018-01-06
BID100760,2018-06-07
BID100765,2018-05-09
BID100765,2018-11-17
BID100767,2018-08-18
BID10077,2018-07-13
BID100770,2018-09-19
BID100771,2018-08-18
BID100772,2018-05-14
BID100779,2018-03-27
BID100779,2018-04-21
BID10078,2018-03-08
BID10078,2018-12-02
BID100780,2018-06-08
BID100780,2018-09-06
BID100790,2018-11-25
BID100791,2018-02-25
BID100791,2018-08-23
BID100792,2018-01-24
BID100792,2018-12-25
BID100793,2018-05-19
BID100793,2018-10-11
BID100794,2018-01-07
BID1008,2018-01-05
BID1008,2018-02-12
BID100806,2018-10-01
BID100808,2018-05-16
BID100809,2018-03-28
BID100812,2018-12-01
BID100816,2018-05-03
BID100818,2018-01-27
BID100822,2018-03-20
BID100824,2018-09-09
BID100825,2018-11-10
BID100827,2018-03-07
BID100827,2018-05-08
BID100830,2018-08-26
BID100834,2018-01-23
BID100836,2018-03-29
BID100838,2018-10-20
BID10084,2018-02-18
BID100840,2018-08-15
BID100845,2018-11-01
BID100850,2018-07-01
BID100853,2018-11-17
BID100859,2018-09-04
BID100866,2018-06-16
BID100869,2018-06-05
BID100875,2018-11-10
BID100881,2018-10-19
BID100886,2018-08-17
BID100886,2018-12-30
BID100893,2018-05-04
BID100896,2018-08-30
BID100897,2018-04-02
BID100897,2018-09-03
BID1009,2018-08-31
BID10090,2018-06-21
BID100901,2018-03-26
BID100910,2018-02-27
BID10092,2018-10-03
BID100921,2018-03-22
BID100928,2018-08-02
BID100933,2018-01-17
BID100934,2018-02-26
BID100935,2018-06-24
BID100937,2018-09-03
BID100940,2018-02-23
BID100942,2018-12-19
BID100945,2018-08-27
BID100946,2018-03-07
BID10095,2018-07-01
BID100951,2018-12-08
BID100956,2018-03-16
BID100956,2018-05-25
BID100963,2018-09-26
BID100964,2018-11-25
BID100967,2018-05-23
BID100974,2018-11-07
BID100984,2018-11-22
BID100996,2018-01-23
BID100996,2018-02-05
BID100996,2018-08-23
BID100997,2018-04-11
BID100998,2018-01-31
BID101000,2018-10-15
BID10101,2018-11-06
BID101012,2018-10-17
BID101016,2018-11-30
BID101018,2018-11-01
BID101024,2018-04-12
BID101025,2018-10-28
BID101026,2018-10-21
BID101029,2018-04-17
BID101031,2018-12-31
BID101038,2018-02-15
BID10104,2018-11-26
BID101040,2018-09-27
BID101042,2018-09-22
BID101048,2018-04-28
BID101051,2018-10-17
BID101052,2018-02-21
BID101061,2018-05-22
BID101062,2018-06-26
BID101062,2018-08-22
BID101064,2018-07-03
BID101069,2018-02-03
BID101069,2018-03-21
BID101072,2018-08-19
BID101073,2018-10-15
BID101079,2018-06-30
BID101081,2018-09-11
BID101082,2018-06-08
BID101083,2018-04-01
BID101084,2018-02-18
BID101085,2018-01-22
BID10109,2018-07-10
BID101097,2018-02-06
BID101097,2018-02-09
BID101097,2018-05-12
BID101098,2018-02-12
BID101099,2018-08-19
BID1011,2018-01-31
BID101101,2018-05-20
BID101103,2018-12-31
BID101109,2018-04-11
BID10111,2018-09-04
BID101111,2018-09-24
BID101113,2018-12-29
BID101114,2018-04-17
BID101116,2018-01-11
BID101116,2018-05-02
BID101122,2018-02-11
BID101122,2018-06-13
BID101123,2018-06-02
BID101124,2018-05-23
BID101124,2018-11-22
BID101125,2018-06-10
BID101126,2018-01-08
BID10113,2018-12-03
BID101134,2018-12-22
BID101137,2018-08-06
BID101138,2018-02-25
BID101143,2018-04-01
BID101143,2018-05-30
BID101145,2018-05-26
BID101148,2018-06-13
BID101148,2018-10-13
BID101151,2018-11-22
BID101152,2018-03-08
BID101152,2018-08-28
BID101154,2018-08-04
BID101157,2018-12-26
BID101167,2018-01-06
BID10117,2018-04-24
BID101170,2018-03-06
BID101172,2018-07-25
BID101172,2018-10-01
BID101178,2018-09-27
BID101182,2018-06-14
BID10119,2018-11-27
BID101192,2018-08-15
BID101193,2018-03-02
BID101193,2018-03-13
BID101193,2018-12-06
BID101198,2018-02-24
BID10121,2018-08-16
BID101216,2018-01-03
BID101218,2018-03-19
BID101218,2018-10-24
BID101219,2018-10-01
BID10122,2018-04-29
BID101222,2018-04-26
BID101227,2018-08-09
BID101230,2018-10-14
BID101237,2018-09-29
BID101242,2018-12-30
BID101244,2018-11-28
BID101245,2018-01-11
BID101245,2018-01-28
BID10125,2018-05-05
BID101253,2018-09-10
BID101260,2018-01-30
BID101264,2018-09-16
BID101265,2018-09-30
BID101267,2018-09-20
BID101268,2018-08-30
BID101279,2018-03-03
BID101282,2018-06-20
BID101283,2018-03-30
BID101285,2018-07-21
BID101285,2018-09-14
BID101294,2018-07-11
BID101298,2018-01-27
BID101298,2018-09-09
BID101301,2018-09-13
BID101301,2018-10-11
BID101303,2018-07-24
BID101305,2018-11-07
BID101309,2018-09-28
BID101311,2018-11-21
BID101314,2018-02-11
BID101315,2018-02-22
BID101316,2018-07-28
BID101316,2018-09-09
BID101319,2018-01-31
BID10132,2018-09-28
BID101329,2018-05-27
BID10133,2018-07-30
BID101330,2018-03-10
BID101333,2018-06-12
BID101335,2018-06-06
BID101341,2018-01-09
BID101343,2018-06-02
BID101343,2018-09-25
BID101351,2018-01-14
BID101352,2018-09-05
BID101353,2018-05-19
BID101354,2018-05-13
BID101357,2018-04-30
BID101357,2018-10-29
BID101361,2018-11-15
BID101362,2018-01-16
BID101367,2018-06-13
BID101369,2018-05-19
BID101378,2018-02-10
BID101378,2018-08-16
BID101381,2018-08-03
BID101382,2018-05-19
BID101387,2018-10-30
BID101391,2018-06-15
BID101394,2018-07-11
BID101396,2018-03-22
BID10140,2018-03-10
BID10140,2018-04-20
BID101401,2018-10-19
BID101402,2018-05-04
BID101402,2018-10-09
BID101403,2018-04-01
BID101405,2018-12-22
BID101408,2018-04-07
BID101412,2018-06-24
BID101414,2018-08-25
BID101416,2018-06-11
BID101417,2018-05-24
BID101417,2018-06-10
BID10142,2018-04-06
BID10142,2018-12-06
BID101420,2018-10-23
BID101421,2018-08-21
BID101422,2018-06-26
BID101424,2018-03-11
BID101424,2018-03-22
BID101424,2018-06-17
BID101428,2018-07-14
BID101433,2018-02-27
BID101433,2018-05-02
BID101435,2018-07-26
BID101437,2018-09-14
BID10144,2018-06-07
BID10144,2018-11-13
BID101449,2018-11-04
BID101449,2018-12-19
BID10145,2018-08-29
BID101450,2018-06-29
BID101450,2018-08-01
BID101450,2018-11-30
BID101452,2018-09-15
BID101454,2018-09-06
BID10146,2018-12-26
BID101461,2018-03-04
BID101463,2018-04-30
BID101463,2018-07-28
BID101465,2018-01-02
BID10147,2018-04-06
BID10147,2018-10-08
BID101471,2018-10-21
BID101472,2018-10-02
BID101475,2018-02-15
BID101476,2018-12-20
BID101479,2018-04-17
BID101481,2018-07-18
BID101487,2018-01-20
BID101491,2018-03-18
BID101495,2018-02-13
BID101496,2018-02-20
BID101498,2018-10-29
BID101500,2018-10-12
BID101503,2018-10-08
BID101504,2018-12-26
BID101505,2018-01-09
BID101506,2018-05-16
BID101507,2018-03-05
BID101509,2018-10-03
BID10151,2018-03-20
BID101513,2018-04-10
BID101520,2018-02-05
BID101523,2018-07-29
BID101524,2018-01-06
BID101527,2018-04-22
BID10153,2018-11-23
BID101531,2018-02-17
BID101535,2018-10-20
BID101536,2018-04-01
BID101536,2018-05-04
BID101538,2018-06-17
BID101540,2018-01-22
BID101544,2018-05-25
BID101546,2018-03-08
BID101548,2018-03-28
BID101554,2018-06-06
BID10156,2018-06-26
BID101572,2018-02-11
BID101580,2018-04-14
BID101582,2018-01-24
BID101585,2018-04-17
BID101589,2018-10-19
BID101590,2018-05-16
BID101595,2018-03-05
BID101596,2018-03-11
BID101596,2018-04-10
BID101597,2018-05-10
BID101597,2018-05-28
BID101598,2018-08-22
BID1016,2018-01-19
BID101601,2018-10-03
BID101602,2018-08-10
BID101607,2018-06-19
BID101608,2018-11-24
BID10161,2018-05-10
BID10161,2018-10-26
BID101613,2018-11-24
BID101617,2018-09-01
BID101625,2018-03-28
BID101627,2018-03-17
BID101628,2018-09-26
BID101629,2018-03-08
BID101629,2018-05-18
BID101630,2018-07-30
BID101633,2018-07-09
BID101636,2018-01-22
BID10164,2018-12-27
BID101642,2018-11-12
BID101643,2018-08-31
BID101644,2018-04-09
BID101648,2018-06-29
BID101649,2018-12-19
BID101652,2018-05-19
BID101658,2018-01-12
BID101660,2018-03-28
BID101661,2018-01-05
BID101661,2018-08-03
BID101664,2018-01-17
BID101672,2018-02-01
BID101674,2018-04-21
BID101675,2018-04-12
BID101675,2018-12-28
BID101679,2018-06-05
BID101679,2018-09-06
BID101685,2018-07-21
BID10169,2018-02-03
BID101692,2018-06-18
BID101693,2018-01-05
BID101696,2018-09-16
BID101697,2018-09-22
BID101701,2018-01-27
BID101707,2018-02-10
BID101711,2018-11-14
BID101712,2018-05-26
BID101712,2018-08-10
BID101719,2018-06-22
BID101719,2018-12-04
BID101725,2018-02-11
BID101727,2018-01-07
BID101727,2018-09-09
BID10173,2018-06-30
BID101732,2018-07-15
BID101732,2018-12-27
BID101737,2018-09-21
BID101748,2018-07-18
BID101750,2018-10-03
BID101752,2018-02-08
BID101754,2018-11-19
BID101756,2018-11-18
BID101758,2018-10-18
BID10176,2018-08-17
BID10176,2018-08-18
BID101765,2018-01-14
BID101766,2018-05-19
BID10177,2018-04-08
BID101775,2018-10-30
BID101776,2018-02-12
BID101776,2018-09-21
BID10178,2018-06-07
BID101783,2018-08-24
BID101784,2018-07-17
BID101789,2018-02-27
BID101790,2018-04-26
BID101793,2018-07-15
BID101794,2018-07-13
BID101798,2018-09-24
BID101802,2018-11-16
BID101803,2018-07-05
BID101806,2018-05-29
BID101808,2018-07-30
BID101809,2018-06-21
BID101810,2018-12-10
BID101814,2018-04-25
BID101822,2018-06-24
BID101824,2018-08-17
BID101825,2018-05-19
BID101825,2018-06-22
BID101826,2018-09-26
BID101829,2018-12-16
BID10183,2018-12-11
BID101833,2018-03-10
BID101835,2018-02-01
BID101836,2018-04-14
BID101840,2018-07-26
BID101841,2018-01-20
BID101843,2018-02-24
BID101845,2018-01-08
BID101847,2018-04-04
BID101854,2018-11-28
BID101854,2018-12-07
BID101856,2018-04-10
BID101857,2018-05-09
BID101857,2018-09-18
BID101858,2018-03-27
BID101862,2018-06-12
BID101864,2018-04-30
BID101866,2018-12-02
BID101867,2018-07-10
BID101873,2018-09-21
BID101875,2018-05-23
BID101876,2018-10-06
BID101877,2018-10-31
BID101882,2018-12-12
BID101891,2018-01-03
BID101896,2018-07-15
BID10190,2018-12-02
BID101909,2018-10-14
BID101909,2018-12-20
BID101912,2018-08-20
BID101915,2018-12-08
BID101916,2018-08-14
BID10192,2018-07-26
BID101921,2018-05-17
BID101922,2018-10-27
BID101922,2018-12-06
BID101924,2018-03-31
BID101929,2018-08-24
BID101930,2018-01-09
BID101932,2018-07-18
BID101933,2018-10-10
BID101936,2018-03-04
BID101944,2018-02-28
BID101947,2018-11-27
BID10195,2018-01-11
BID101955,2018-03-30
BID101955,2018-04-07
BID101959,2018-04-20
BID101959,2018-04-30
BID101964,2018-05-30
BID101967,2018-05-26
BID101968,2018-12-31
BID101969,2018-10-08
BID101970,2018-06-05
BID101972,2018-06-30
BID101973,2018-06-24
BID101973,2018-07-14
BID101975,2018-01-08
BID101978,2018-02-24
BID101979,2018-10-08
BID101981,2018-09-07
BID101982,2018-11-25
BID101984,2018-01-17
BID101985,2018-01-19
BID101986,2018-09-26
BID101986,2018-10-11
BID101987,2018-06-09
BID101991,2018-02-19
BID101993,2018-07-12
BID101996,2018-05-01
BID101997,2018-10-17
BID1020,2018-10-24
BID102005,2018-06-21
BID102008,2018-03-24
BID10201,2018-08-20
BID102012,2018-12-31
BID102013,2018-06-29
BID102017,2018-05-01
BID10202,2018-09-15
BID102021,2018-07-12
BID102022,2018-06-27
BID102025,2018-02-05
BID102026,2018-06-26
BID102038,2018-03-13
BID10204,2018-12-21
BID102040,2018-05-28
BID102040,2018-06-09
BID102044,2018-02-21
BID102048,2018-05-18
BID102049,2018-03-24
BID102055,2018-05-07
BID102056,2018-09-17
BID102058,2018-10-31
BID102062,2018-01-02
BID102068,2018-10-17
BID102068,2018-11-04
BID102069,2018-02-15
BID102069,2018-12-02
BID102070,2018-09-13
BID102072,2018-08-04
BID102073,2018-05-30
BID102083,2018-04-28
BID102086,2018-11-28
BID102087,2018-03-28
BID102088,2018-05-28
BID102092,2018-03-24
BID102095,2018-04-15
BID102099,2018-03-26
BID102103,2018-11-25
BID102105,2018-08-09
BID102105,2018-10-02
BID102109,2018-10-05
BID102112,2018-06-24
BID102114,2018-03-06
BID102114,2018-10-20
BID102121,2018-01-26
BID102126,2018-01-09
BID102133,2018-12-16
BID102136,2018-12-31
BID102139,2018-11-14
BID10214,2018-04-22
BID102142,2018-06-22
BID102143,2018-10-10
BID102144,2018-01-28
BID102144,2018-02-15
BID102156,2018-03-19
BID102156,2018-07-04
BID102157,2018-05-08
BID102163,2018-06-26
BID102166,2018-03-03
BID10217,2018-12-10
BID102174,2018-02-20
BID102174,2018-11-07
BID102179,2018-10-17
BID10218,2018-06-30
BID102180,2018-06-04
BID102188,2018-12-30
BID102189,2018-03-05
BID10219,2018-08-22
BID102191,2018-07-12
BID102206,2018-05-30
BID102209,2018-02-27
BID102209,2018-10-23
BID102211,2018-04-13
BID102211,2018-09-20
BID102212,2018-09-11
BID102213,2018-06-22
BID102215,2018-03-23
BID102215,2018-04-09
BID102217,2018-09-04
BID102223,2018-04-27
BID102233,2018-04-26
BID102234,2018-08-20
BID102235,2018-05-16
BID102238,2018-01-31
BID102238,2018-06-17
BID102241,2018-07-17
BID102243,2018-09-25
BID10225,2018-11-04
BID102256,2018-04-27
BID102256,2018-05-23
BID102258,2018-01-01
BID102258,2018-07-11
BID102259,2018-08-24
BID102262,2018-10-18
BID102263,2018-10-24
BID102264,2018-08-03
BID102267,2018-05-02
BID102268,2018-08-09
BID102268,2018-08-24
BID102269,2018-06-04
BID10227,2018-05-01
BID10227,2018-09-17
BID102274,2018-12-10
BID102279,2018-06-11
BID102281,2018-05-22
BID102284,2018-01-28
BID102284,2018-10-10
BID102288,2018-08-26
BID10229,2018-04-24
BID102298,2018-03-22
BID102298,2018-06-04
BID102299,2018-06-15
BID1023,2018-02-27
BID10230,2018-04-12
BID102301,2018-02-05
BID102303,2018-10-21
BID102304,2018-10-20
BID102312,2018-02-12
BID102320,2018-01-31
BID102321,2018-09-20
BID102325,2018-10-19
BID102329,2018-06-18
BID102329,2018-08-30
BID102333,2018-02-26
BID102336,2018-08-10
BID102355,2018-05-08
BID102356,2018-08-07
BID102358,2018-07-26
BID10236,2018-09-16
BID102361,2018-05-24
BID102363,2018-03-18
BID102364,2018-04-10
BID102365,2018-06-11
BID102366,2018-11-19
BID102369,2018-07-10
BID10237,2018-02-01
BID102372,2018-01-07
BID102373,2018-05-01
BID102376,2018-08-15
BID102377,2018-02-22
BID102380,2018-12-11
BID102381,2018-11-30
BID10239,2018-06-05
BID10239,2018-08-20
BID102391,2018-02-21
BID102395,2018-09-07
BID102396,2018-07-22
BID1024,2018-07-25
BID102407,2018-09-07
BID102407,2018-12-09
BID102410,2018-12-06
BID102413,2018-08-05
BID102414,2018-05-05
BID102416,2018-09-04
BID102419,2018-05-26
BID102423,2018-04-06
BID102423,2018-12-02
BID102424,2018-05-15
BID102424,2018-08-01
BID10243,2018-06-11
BID10243,2018-08-25
BID102433,2018-11-01
BID102441,2018-10-31
BID102449,2018-07-17
BID10245,2018-10-18
BID102450,2018-09-02
BID102451,2018-09-07
BID102452,2018-09-03
BID102455,2018-09-29
BID102463,2018-01-26
BID102466,2018-02-19
BID102467,2018-12-15
BID10247,2018-04-18
BID102471,2018-05-21
BID102476,2018-03-11
BID102476,2018-07-04
BID102477,2018-01-17
BID102477,2018-08-27
BID102478,2018-08-12
BID102480,2018-07-27
BID102484,2018-09-15
BID102485,2018-02-26
BID102491,2018-05-17
BID102491,2018-11-16
BID102493,2018-11-18
BID102494,2018-05-27
BID102494,2018-07-06
BID102499,2018-04-06
BID10250,2018-04-28
BID102502,2018-01-24
BID102503,2018-10-27
BID102504,2018-07-07
BID102507,2018-07-08
BID102512,2018-03-23
BID102514,2018-05-10
BID102518,2018-06-23
BID102519,2018-09-18
BID10252,2018-02-18
BID102527,2018-07-12
BID102528,2018-02-02
BID102530,2018-10-08
BID102534,2018-07-04
BID102534,2018-08-07
BID102541,2018-05-27
BID102546,2018-03-26
BID102551,2018-04-01
BID102552,2018-08-24
BID102554,2018-10-21
BID102556,2018-05-05
BID102556,2018-06-10
BID102557,2018-09-26
BID102558,2018-12-01
BID102560,2018-06-21
BID102567,2018-07-07
BID102572,2018-01-01
BID102572,2018-11-28
BID102573,2018-05-14
BID102574,2018-07-09
BID102574,2018-07-15
BID10258,2018-11-24
BID102580,2018-10-27
BID102581,2018-09-30
BID102584,2018-10-28
BID102584,2018-11-03
BID102586,2018-04-19
BID10259,2018-03-17
BID102593,2018-08-21
BID102595,2018-05-30
BID102600,2018-12-30
BID102604,2018-10-29
BID102607,2018-02-14
BID102610,2018-12-19
BID102612,2018-01-06
BID102613,2018-07-05
BID102613,2018-07-14
BID102616,2018-06-08
BID102618,2018-09-03
BID102620,2018-08-29
BID102625,2018-11-09
BID102627,2018-11-22
BID102628,2018-01-29
BID102628,2018-09-06
BID102632,2018-08-03
BID102633,2018-12-11
BID102642,2018-03-23
BID102642,2018-11-09
BID102644,2018-01-15
BID102649,2018-03-02
BID102649,2018-08-20
BID102650,2018-06-07
BID102653,2018-04-17
BID102660,2018-05-24
BID102661,2018-09-25
BID102666,2018-01-26
BID102673,2018-01-10
BID102673,2018-02-22
BID102673,2018-06-13
BID102673,2018-11-03
BID102676,2018-11-01
BID102678,2018-12-24
BID102679,2018-09-09
BID102686,2018-09-29
BID102689,2018-03-14
BID102692,2018-07-04
BID102692,2018-09-25
BID102693,2018-07-21
BID102696,2018-03-29
BID102696,2018-11-21
BID102701,2018-09-06
BID102702,2018-07-24
BID102704,2018-02-06
BID102704,2018-11-24
BID102705,2018-08-28
BID102707,2018-01-13
BID102708,2018-05-04
BID102710,2018-11-15
BID102713,2018-10-17
BID102714,2018-11-12
BID102715,2018-04-21
BID102724,2018-09-30
BID102725,2018-11-15
BID102726,2018-03-06
BID10273,2018-08-11
BID102733,2018-12-28
BID102735,2018-12-09
BID10274,2018-02-01
BID102746,2018-02-24
BID102754,2018-01-19
BID102755,2018-09-05
BID10276,2018-09-14
BID10276,2018-11-01
BID102766,2018-02-10
BID102766,2018-10-08
BID102767,2018-07-18
BID102768,2018-04-03
BID102775,2018-09-04
BID102775,2018-11-22
BID102783,2018-07-19
BID102793,2018-12-10
BID102797,2018-01-03
BID1028,2018-10-30
BID102805,2018-01-12
BID102816,2018-12-27
BID102819,2018-03-28
BID102821,2018-07-02
BID102835,2018-10-30
BID102839,2018-09-07
BID10284,2018-09-03
BID102840,2018-01-28
BID102841,2018-10-23
BID102845,2018-07-22
BID102849,2018-07-10
BID102854,2018-08-18
BID102856,2018-01-19
BID102857,2018-07-25
BID102862,2018-02-15
BID102862,2018-10-26
BID102865,2018-08-20
BID10287,2018-06-03
BID10287,2018-06-22
BID102870,2018-07-04
BID102871,2018-04-19
BID102872,2018-05-27
BID102872,2018-08-15
BID102872,2018-12-30
BID102876,2018-10-26
BID102878,2018-06-10
BID102878,2018-11-24
BID102878,2018-12-23
BID102888,2018-03-03
BID102892,2018-09-06
BID102897,2018-12-16
BID102899,2018-05-03
BID10290,2018-08-05
BID102901,2018-05-20
BID102901,2018-07-04
BID102901,2018-11-08
BID10291,2018-05-05
BID102911,2018-12-27
BID102919,2018-10-19
BID10292,2018-05-04
BID102920,2018-08-01
BID102923,2018-12-10
BID102928,2018-02-12
BID102929,2018-05-08
BID102930,2018-05-27
BID102933,2018-01-20
BID102933,2018-07-31
BID102945,2018-06-22
BID102946,2018-06-29
BID102949,2018-08-28
BID10295,2018-10-01
BID102951,2018-04-20
BID102951,2018-07-21
BID102953,2018-04-17
BID102955,2018-04-24
BID102959,2018-12-07
BID102961,2018-03-02
BID102962,2018-02-06
BID102963,2018-08-01
BID102963,2018-12-12
BID102968,2018-06-30
BID102970,2018-01-07
BID102978,2018-11-28
BID102979,2018-11-05
BID102979,2018-11-22
BID10298,2018-02-13
BID10298,2018-04-06
BID102980,2018-04-27
BID102982,2018-12-15
BID102983,2018-01-23
BID10299,2018-07-11
BID10299,2018-07-28
BID102991,2018-04-06
BID102998,2018-03-06
BID10300,2018-11-13
BID103006,2018-03-15
BID10301,2018-02-09
BID10301,2018-03-23
BID103011,2018-09-08
BID103014,2018-06-19
BID103014,2018-12-07
BID103015,2018-03-14
BID10302,2018-05-24
BID103022,2018-06-15
BID103023,2018-11-21
BID103024,2018-08-03
BID103025,2018-01-26
BID103026,2018-07-22
BID103029,2018-11-18
BID10303,2018-11-10
BID103031,2018-09-08
BID103038,2018-09-24
BID103042,2018-06-20
